Notes,Paper_ID,Study_Area,Area ,Prey_Item,Prey_Taxa,Prey_Taxa_Valid,Period,Num_Ind,Ratio_Ind_Avail,Prop_Ind_Avail,Density,Avg_Mass_kg,Mass_Details,Pantheria_kg,Orig_BM_Avail,Orig_Prop_BM_Avail,Orig_BM_Consumed,Orig_Prop_BM_Consumed ,Err_Prop_BM_Consumed,BM_Equiv,n_Kills_Tot,n_Kills_Prey,n_Kill_Anal,Prop_Kills,Ratio_Kills,Prop_Kills_Anal,Perc_Kills_Anal,Livestock_Wild,Fight_Flight_Guarded,Vulnerable_Score,Prey_Notes,Pack_Name,n_Packs,n_Wolves,Avg_Wolf_Density,Range_Wolf_Density,Avg_Pack_Size,Range_Pack_Size,Timepoint,A_C_Code,Avail_Code,Avail_Season,n_Avail_Points,Cons_Code,Cons_Season,n_Cons_Points,Study_Code,Area_Code,n_Prey_Species,Pop_Scale
,Jędrzejewski 2012,9.  Sobibór Forest,1910,Wild boar,Sus scrofa,Sus scrofa,2000-2005,,,0.177,,12.5,Median body mass of wild boar killed by wolves,84.5,,,,,,,38,,,0.053,,,,Wild,,,,,,,0.028,,,,,U,MIX,U,U,SNOW + T,MYR,6,JEI12SBF,SBF,4,POP
,Jędrzejewski 2012,10. Roztocze,8590,Moose,Alces alces,Alces alces,2000-2003,,,0.003,,>80,Median body mass of moose killed by wolves,481,,,,,,,39,,,0,,,,Wild,,,Large cervid,,,,0.02,,,,,U,MIX,U,U,SNOW + T,MYR,4,JEI12RAS-R,RAS-R,4,POP
,Jędrzejewski 2012,10. Roztocze,8590,Red deer,Cervus elaphus,Cervus elaphus,2000-2003,,,0.24,,62.5,Median body mass of red deer killed by wolves,240,,,,,,,39,,,0.4,,,,Wild,,,"""red deer was shown to be the optimal size prey for typical central European packs of 4–6 wolves (Jedrzejewski et al. 2002)"". Large cervid",,,,0.02,,,,,U,MIX,U,U,SNOW + T,MYR,4,JEI12RAS-R,RAS-R,4,POP
,Jędrzejewski 2012,10. Roztocze,8590,Roe deer,Capreolus capreolus,Capreolus capreolus,2000-2003,,,0.647,,20,Median body mass of roe deer killed by wolves,22.4,,,,,,,39,,,0.54,,,,Wild,,,,,,,0.02,,,,,U,MIX,U,U,SNOW + T,MYR,4,JEI12RAS-R,RAS-R,4,POP
,Jędrzejewski 2012,10. Roztocze,8590,Wild boar,Sus scrofa,Sus scrofa,2000-2003,,,0.11,,12.5,Median body mass of wild boar killed by wolves,84.5,,,,,,,39,,,0.06,,,,Wild,,,,,,,0.02,,,,,U,MIX,U,U,SNOW + T,MYR,4,JEI12RAS-R,RAS-R,4,POP
,Jędrzejewski 2012,11.  Bieszczady Mountains,780,Moose,Alces alces,Alces alces,1998-2005,,,0,,>80,Median body mass of moose killed by wolves,481,,,,,,,1050,,,0,,,,Wild,,,Large cervid,,,,0.047,,,,,U,MIX,U,U,SNOW + T,MYR,8,JEI12BZM,BZM,4,POP
,Jędrzejewski 2012,11.  Bieszczady Mountains,780,Red deer,Cervus elaphus,Cervus elaphus,1998-2005,,,0.533,,62.5,Median body mass of red deer killed by wolves,240,,,,,,,1050,,,0.811,,,,Wild,,,"""red deer was shown to be the optimal size prey for typical central European packs of 4–6 wolves (Jedrzejewski et al. 2002)"". Large cervid",,,,0.047,,,,,U,MIX,U,U,SNOW + T,MYR,8,JEI12BZM,BZM,4,POP
,Jędrzejewski 2012,11.  Bieszczady Mountains,780,Roe deer,Capreolus capreolus,Capreolus capreolus,1998-2005,,,0.405,,20,Median body mass of roe deer killed by wolves,22.4,,,,,,,1050,,,0.179,,,,Wild,,,,,,,0.047,,,,,U,MIX,U,U,SNOW + T,MYR,8,JEI12BZM,BZM,4,POP
,Jędrzejewski 2012,11.  Bieszczady Mountains,780,Wild boar,Sus scrofa,Sus scrofa,1998-2005,,,0.062,,12.5,Median body mass of wild boar killed by wolves,84.5,,,,,,,1050,,,0.01,,,,Wild,,,,,,,0.047,,,,,U,MIX,U,U,SNOW + T,MYR,8,JEI12BZM,BZM,4,POP
,Jędrzejewski 2012,12. Beskidy Mountains,2190,Moose,Alces alces,Alces alces,1999-2004,,,0,,>80,Median body mass of moose killed by wolves,481,,,,,,,667,,,0,,,,Wild,,,Large cervid,,,,0.017,,,,,U,MIX,U,U,SNOW + T,MYR,6,JEI12BKM,BKM,4,POP
,Jędrzejewski 2012,12. Beskidy Mountains,2190,Red deer,Cervus elaphus,Cervus elaphus,1999-2004,,,0.352,,62.5,Median body mass of red deer killed by wolves,240,,,,,,,667,,,0.412,,,,Wild,,,"""red deer was shown to be the optimal size prey for typical central European packs of 4–6 wolves (Jedrzejewski et al. 2002)"". Large cervid",,,,0.017,,,,,U,MIX,U,U,SNOW + T,MYR,6,JEI12BKM,BKM,4,POP
,Jędrzejewski 2012,12. Beskidy Mountains,2190,Roe deer,Capreolus capreolus,Capreolus capreolus,1999-2004,,,0.573,,20,Median body mass of roe deer killed by wolves,22.4,,,,,,,667,,,0.525,,,,Wild,,,,,,,0.017,,,,,U,MIX,U,U,SNOW + T,MYR,6,JEI12BKM,BKM,4,POP
,Jędrzejewski 2012,12. Beskidy Mountains,2190,Wild boar,Sus scrofa,Sus scrofa,1999-2004,,,0.075,,12.5,Median body mass of wild boar killed by wolves,84.5,,,,,,,667,,,0.063,,,,Wild,,,,,,,0.017,,,,,U,MIX,U,U,SNOW + T,MYR,6,JEI12BKM,BKM,4,POP
,Jędrzejewski 2012,13.  Western Beskidy Mountains,1410,Moose,Alces alces,Alces alces,1997-2001,,,0,,>80,Median body mass of moose killed by wolves,481,,,,,,,93,,,0,,,,Wild,,,Large cervid,,,,0.016,,,,,U,MIX,U,U,SNOW + T,MYR,5,JEI12WBM,WBM,4,POP
,Jędrzejewski 2012,13.  Western Beskidy Mountains,1410,Red deer,Cervus elaphus,Cervus elaphus,1997-2001,,,0.21,,62.5,Median body mass of red deer killed by wolves,240,,,,,,,93,,,0.46,,,,Wild,,,"""red deer was shown to be the optimal size prey for typical central European packs of 4–6 wolves (Jedrzejewski et al. 2002)"". Large cervid",,,,0.016,,,,,U,MIX,U,U,SNOW + T,MYR,5,JEI12WBM,WBM,4,POP
,Jędrzejewski 2012,13.  Western Beskidy Mountains,1410,Roe deer,Capreolus capreolus,Capreolus capreolus,1997-2001,,,0.74,,20,Median body mass of roe deer killed by wolves,22.4,,,,,,,93,,,0.5,,,,Wild,,,,,,,0.016,,,,,U,MIX,U,U,SNOW + T,MYR,5,JEI12WBM,WBM,4,POP
,Jędrzejewski 2012,13.  Western Beskidy Mountains,1410,Wild boar,Sus scrofa,Sus scrofa,1997-2001,,,0.05,,12.5,Median body mass of wild boar killed by wolves,84.5,,,,,,,93,,,0.04,,,,Wild,,,,,,,0.016,,,,,U,MIX,U,U,SNOW + T,MYR,5,JEI12WBM,WBM,4,POP
"Number of wolf killed moose is reported in text as 23 but in table 1 its reported as 5, table is just raw numbers from this study so RB assumes 5 is correct. no total sum of all kills is ever actually given.  WT deer could be broken down into sex and age classes. Any deer which could not be ID'd to species and was found in a WT deer winter range, was assumed to be a WT deer. Density is tracks/km^2",Kunkel 1999,North Fork Flathead River Glacier National Park,1000,White-tailed deer,Odocoileus virginianus,Odocoileus virginianus,1992-1996 Winter (Nov-Apr),14800,,0.74,14.8,,,75,,,,,,,166,138,166,0.83,,,,Wild,,,prefer closed habitats,,,,,,,,,P-3-4,TS,MWI,3,TRL / SNOW,MWI,4,KUL99NFF,NFF,3,POP
elk could be broken down into age classes. The 68 additional elk carcasses from 1985-1991 (almost certainly from Boyd) were not included in extraction. Density is tracks/km^2,Kunkel 1999,North Fork Flathead River Glacier National Park,1000,Elk,Cervus elaphus,Cervus elaphus,1992-1996 Winter (Nov-Apr),3200,,0.16,3.2,,,240,,,,,,,166,23,166,0.14,,,,Wild,,,,,,,,,,,,P-3-4,TS,MWI,3,TRL / SNOW,MWI,4,KUL99NFF,NFF,3,POP
Density is tracks/km^2,Kunkel 1999,North Fork Flathead River Glacier National Park,1000,Moose,Alces alces,Alces alces,1992-1996 Winter (Nov-Apr),1900,,0.1,1.9,,,481,,,,,,,166,5,166,0.03,,,,Wild,,,,,,,,,,,,P-3-4,TS,MWI,3,TRL / SNOW,MWI,4,KUL99NFF,NFF,3,POP
137 bison scavenged over the study period,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 1995/1996,681,0.043,,0.6844221106,,,620,,,,,,,,,,0,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 1995/1996,15913,,,15.99296482,,,240,,,,,,,,,,1,,,,Wild,,,migrate seasonally,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 1996/1997,1112,0.078,,1.11758794,,,620,,,,,,,,,,0,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 1996/1997,14219,,,14.29045226,,,240,,,,,,,,,,1,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 1997/1998,784,0.063,,0.7879396985,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 1997/1998,12376,,,12.43819095,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 1998/1999,457,0.038,,0.4592964824,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 1998/1999,11928,,,11.9879397,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 1999/2000,502,0.031,,0.5045226131,,,620,,,,,,,,,,0,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 1999/2000,16372,,,16.45427136,,,240,,,,,,,,,,1,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2000/2001,547,0.036,,0.5497487437,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2000/2001,15089,,,15.16482412,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2001/2002,929,0.076,,0.9336683417,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2001/2002,12278,,,12.33969849,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2002/2003,1214,0.123,,1.220100503,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2002/2003,9846,,,9.895477387,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2003/2004,1443,0.174,,1.450251256,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2003/2004,8275,,,8.316582915,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2004/2005,1642,0.186,,1.650251256,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2004/2005,8831,,,8.875376884,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2005/2006,2066,0.41,,2.07638191,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2005/2006,5045,,,5.070351759,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2006/2007,1739,0.29,,1.747738693,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2006/2007,5997,,,6.027135678,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2007/2008,2071,0.56,,2.081407035,,,620,,,,,,,,,,0,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2007/2008,3701,,,3.71959799,,,240,,,,,,,,,,1,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2008/2009,1437,0.255,,1.444221106,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2008/2009,5643,,,5.671356784,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2009/2010,1665,0.421,,1.673366834,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2009/2010,3959,,,3.978894472,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2010/2011,2065,0.572,,2.075376884,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2010/2011,3609,,,3.627135678,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2011/2012,2242,1.105,,2.253266332,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2011/2012,2029,,,2.03919598,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2012/2013,2652,1.673,,2.665326633,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2012/2013,1585,,,1.592964824,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2013/2014,2916,1.868,,2.930653266,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2013/2014,1561,,,1.568844221,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Bison,Bison bison,Bison bison,Winter 2014/2015,2164,1.168,,2.174874372,,,620,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Tallian 2017,Yellowstone National Park Winter Range,995,Elk,Cervus elaphus,Cervus elaphus,Winter 2014/2015,1853,,,1.862311558,,,240,,,,,,,,,,,,,,Wild,,,,,,,,,,,,D,,,,,SWI,,TAN17YNP-P,YNP-P,2,POP
,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Elk,Cervus canadensis,Cervus elaphus canadensis,Jan-April 2016-2017,1200,,,0.4,,,240,,,,,,,104,22,,,,,,Wild,,,More social than moose and aggregate in  larger groups ,,,,5.25,,,,,P-2-2,AS,MWI,2,RAD,MWI,2,ZAN22RDM,RDM,3,POP
,Zabihi-Seissan 2022,Riding Mountain National Park,3000,Moose,Alces alces,Alces alces,Jan-April 2016-2017,2300,,,0.77,,,481,,,,,,,104,59,,,,,,Wild,,,,,,,5.25,,,,,P-2-2,AS,MWI,2,RAD,MWI,2,ZAN22RDM,RDM,3,POP
,Zabihi-Seissan 2022,Riding Mountain National Park,3000,White tailed deer,Odocoileus virginianus,Odocoileus virginianus,Jan-April 2016-2017,750,,,0.25,,,75,,,,,,,104,20,,,,,,Wild,,,,,,,5.25,,,,,P-2-2,AS,MWI,2,RAD,MWI,2,ZAN22RDM,RDM,3,POP
